userName,content,score,Year,Month,Day
Dodok Wi,Ini aplikasi mempermudah banget buat pekerja kantoran seperti saya. Printer di lantai 2 sy kerja di lantai 1. Sblumny naik turun tangga. Skrng udh bs tinggal pakai aplikasi ini doang. Tinggal jeprat jepret udh jd pdf. Gampang bgt.. suka pokokny sm ni aplikasi 😍❤,5,2023,6,24
Sela Jururi,Scan handphone terbaik. Pekerjaan jadi lebih efektif dan cepat penyelesaian nya. Dan hasilnya bagus bisa diatur seperti scanning di scanner. Good👍,5,2023,6,21
Slamet Widodo,"masa kemarin aku pakai baik"" aja tp ini mau bukak lagi malah semua gelap ngk bisa di bukak udh aku coba berkali"" sampai aku instal lagi baru bisa trus gelap lgi ngk bisa aku uinstal lagi trus aku instal lagi sama aja ngk bisa tolong donk sarannya gmna ini soalnya perlu banget buat pendaftaran",1,2023,6,14
Melly Fauziah,"scan terbaik, bintang 5. gk perlu scan pakai printer. pakai hp jg bisa karena hasil nya sama kyk printer. terus gk butuh waktu lama, apk nya bisa ngatur sendiri hasilnya dengan sekali foto. terus gratis gk perlu bayar, nyimpen nya pun gk ribet. kalo mau rubah ke pdf, lgsg aja ke apk pdf nya.",5,2023,6,6
Cah Angon “Cahangon” Cahangon,"Aplikasinya bagus tapi sayang sekali tidak bisa diperkecil contoh 2mb, 3mb dan seterusnya tolong diperbaiki dan diperhatikan agar lebih bermanfaat lagi. Saya kasih bintang satu dulu",1,2023,5,30
Nanda Hidayah,"Mau dibuka malah ngebug gajelas apk jg sudah terupdate, memori jg masih banyak space nya data /wifi lancar, kok jdi gini sih?!",1,2023,5,25
Rizal Hamdani,"Tolong ini setelah di update malah makin bingung untuk save ke pdf nya, tidak seperti yang dulu ada fitur save pdf jadi langsung otomatis ke save. Dan semenjak di update banyak banget iklan nya, ga bisa kalo yg lagi buru-buru",1,2023,5,22
Insyaf Dwi Anugrah,"Dulu aplikasi ini bagus, skrg jelek malah ada iklan. Kemudian klo foto dijadikan file PDF akan susah utk lgsg dikirim. Biasanya lgsg berbagi terus pilih file lalu kirim ke aplikasi yg diinginkan. Skrg tdk, mau berbagi pas sudah di konversi ke PDF malah kembali ke aplikasi Camscanner nya. RUSAK!!",1,2023,5,17
Desi Irawati Sarumaha,"Makin lama apk ini makin lelet, tiap scan berkas selalu minta di upgrade, dan sllu muncul iklan game dan lain lain, sehingga selalu menunggu/menyita waktu utk game nya sampai iklan nya selesai..",3,2023,5,5
Dela crx,"setiap ubah window saat masuk ke Camscanner muncul ads lagi, Ads susah untuk diclose, Tidak ada button close ads selama 10detik, Performa lebih lambat dari versi sebelumnya, Lebih banyak step untuk share yang membuat saya lebih lama memakan waktu untuk bekerja, Loading yang lama dalam memproses convert",1,2023,5,4
Arum Safitri,"Sangat membantu pekerjaan para admin pajak, seperti saya yang setiap harinya mengirim file PDF. Tapi yang bikin gemes ketika terburu buru tambah file, para iklan bermunculan, hahaha. Terimakasih camscanner",5,2023,5,4
Lutfatul Latifah,"Banyak iklan ny, jd ribet klo lgi buka, jd kek nge leg gitu, mana gk bisa d simpen d memory card lgi, bisa ny d perangkat, makan bnyk ruang, aku loh dah bolak balik apus download apk ini gara² memory penuh, 3 GB sendiri gmn gk penuh coba, masih mending klo bisa d simpen d memory card, ini kagak hhhmmm.... pokoknya buat kalian mahasiswa yg suka ngirim tugas sana sini pake pdf, tak saran in jngn pake apk ini, makan bnyk ruang soalny, untuk fungsi si oke oke ajah,",3,2023,5,3
Wahyu Ningsih,"Awal pake nyaman walau ada iklan dikit"", tapi sekarang mau buka ada iklan, buka apk lain trus balik ke cs malah ada iklan, gabisa diskip pula iklannya. Trus gabisa langsung bikin pdf di cs, harus download cs pdf, jadi makin dipersulit. Mohon jangan di rusak csnya Dev, udah nyaman sama yang sebelumnya eh dibikin ga nyaman sama yang sekarang. Thnks",1,2023,5,2
Arifin Sitorus,"aplikasinya sangat bagus, tapi tolong jangan tampilkan iklan pada saat proses scan dan edit. ini sangat . iklannya kan bisa ditempatkan saat membuka aplikasi atau saat selesai menggunakan aplikasinya. mohon ditanggapi.",5,2023,4,19
Revina,"Aplikasi ini bagus tapi minta tolong untuk yg berpihak ini iklannya banyak sekali, dokumen ingin cepat di selsai terhalang terus sama iklan, ini minta tolong iklannya jangan di tayangkan. Terimakasih!!!!",2,2023,4,12
Bagas Fadilah,"Aplikasi Buruk, Terlalu banyak Iklan, Terlalu Banyak Bug dan kadang Force Close sendiri. Semakin Lemot setelah di Update Padahal Dulu aplikasi ini Bagus, sangat rekomendasi sekarang kualitas dan kuantitas turun. Begitu juga dulu ku beri bintang 5, sekarang turun jadi bintang 1",1,2023,4,7
Dewa Laksa Fajar,"Tampilannya sekarang membingungkan,lebih ribet daripada versi yang lama, membuat saya terlambat mengumpulkan tugas, Lokasi penyimpanan juga tiba tiba berubah",1,2023,4,5
elly dina chrisdiana,"Camscanner banyak membantu dalam pekerjaan untuk scan data dan dokumen Tapi sangat disayangkan TERLALU BANYAK IKLAN. Tolong diperbagus lagi aplikasinya supaya tidak banyak iklannya, karna sangat mengganggu pemakaian aplikasi ini.",2,2023,4,4
Muhammad Nabil,"Minta tolong,saya mengalami bug Jadi setiap saya masuk aplikasi cam scanner,selalu keluar dan saya coba masuk lagi ,dan otomatis keluar Mohon di perbaiki bug ini,saya tidak bisa menyimpan file saya Saya akan beri bintang 5 jika bug di aplikasi saya sudah di perbaiki",1,2023,4,3
marulloh uwok,"Ini kok, hasil scan yg banyak halamannya mengerucut (makin mengecil hurufnya).. gak seperti biasa ukuran tiap halaman sama besarnya..",4,2023,4,3
CTM DOANG,Aplikasi terbaik. Fitur sangat lengkap. Walaupun ada bayangan saat difoto. Tpi secara otomatis bkal dihilangkan. Thanks camscnner.,5,2023,4,1
Dina Putri,"ini cam scanner knp ya, setiap scan format pdf lama kelamaan mengecil fotonya, pdhl dulu ga gtu. sy udh coba buat hapus data, uninstall trs install lagi tapi tetep aja sprti itu. udh cb berbagai cara, udh otak atik ini itu tp ttp aja kalau udh msuk halaman ke 6 pasti fotony mengecil. tolong cam scanner sy jd susah kirim tugas😭😭",1,2023,3,30
Najwa Abel Swastika,"Bisa gk sih gak usah ngubah2 tampilan mulu cara mindahin gambar ke pdf berubah lah mau edit gambar nya jg berubah caranya , lagi urgent malah di bikin bingung sma pembaruan nya",1,2023,3,28
namikaze mina,"Mohon untuk iklan harus dihilangkan karena sangat menggangu saat kerja buru buru, harus lihatin iklan dulu baru bisa di skip, mohon untuk lebih dipertimbangkan lagi mengenai iklan yang sangat menggangu penguna cam scanner apalagi jika ada pekerjaan yang buru buru",1,2023,3,20
NASRUL HUDA,"hey pihak camscanner aku pertama kali dwonlod trus ujicoba premium, knpa setalah hbis ujicoba langsung bayar premium tpi secara sepihak, tanpa konfirmasi dengan saya dahulu. kenapa tiba2 pembyaran status berhasil. biadap",1,2023,3,20
Neo Lyxose,"Jujur aja sy mah no tipu tipu. Saya pake apk ini sudah cukup lama, dulu apk ini tidak seburuk yg sekarang. Masa iya hasil scan format pdf scannya lama2 mengecil, kan ga lucu. Gimana mau buat scan tugas. Kalo ga percaya sy bisa kasih buktinya. Sekian",1,2023,3,19
S. Fahmi Serizawa,"Yang komen/ulasan jelek karena iklan yang muncul, beli lah lisensi nya yg berbayar. Kalau mau yang gratisan jangan banyak komen. Kalau mau ngedukung pihak pengembang aplikasi ini ya tonton iklannya dengan ikhlas biar bisa berbenah lebih baik lagi yang punya aplikasinya. Wassalam...",5,2023,3,18
Ksa Obor2,Aplikasi yg luar biasa dan sangat membantu .. Tapi sayang terlalu banyak iklan di dalamnya...setiap kali membuka pasti ada iklannya..iklan yg meresahkan,5,2023,3,17
ERWIN ARDIANSYAH,"Untuk fitur pada versi sekarang pdf terpisah harus install aplikasi lagi yaitu CS PDF, menurut saya versi sebelumnya lebih baik dan sudah sempurna.. karena tidak perlu install aplikasi lain untuk alat pdf nya",2,2023,3,16
Arif Dharmawan,"Aplikasi ini sangat bagus, gampang pengoprasianya dan simpel s kali. Mantap pokoknya. Ayo t men temen pak aplikasi CS ini buat jadikan dokum n kita ke PDF",5,2023,3,14
Pipit Gitasari,"Mohon maaff saya harus berikan bintang 1, karena sangat2 menyita waktu kalau lg kerja buru2 terus harus liatin iklan sampe selesai dulu baru bisa di skip. Begitu terus dan berulang2. Aplikasinya sangat bagus padahal. Sangat disayangkan.",1,2023,3,9
ruby azhar,"Aplikasi rudet, dikit2 iklan. Bikin kerjaan ga bisa sat set sat set. Mending kalo cuma foto, ini kalo iklan nya udah video ganggu banget. Plis lah jangan bikin ribet pake iklan segala",2,2023,3,9
Yadi Riyadi,"Aplikasi yang bagus dan apik, sangat membantu dalam menyelesaikan pekerjaan. Sayangnya masih menyertakan iklan yang terlalu banyak ... terima kasih !",4,2023,3,7
Helena Ramah Tio,"ini aplikasi membantu bgt, buat convert foto to pdf, tugas tugas kuliah jadi semakin mudah brow karena CamScanner!! thanks CS 🙌🏻",5,2023,3,6
Andreas Sunarto,"Aku kecewa banget Lagi focus kerja dan dikejar2 sama boss ngga taunya ada iklan Grab muncul tiba2 padahal sdh posisi mau dikirim, terpaksa ulang lagi dan berharap ngga ada iklan lagi lewat. Terpaksa maszeeehhh aku kasih bintang 1. Kl udah ada perbaikan nanti aku kasih bintang yg bagus.",1,2023,3,4
Sri Aye Gea,Hasil sangat bagus dan cerah Tidak usah potong2 sisi lagi krn sdah ada pilihan secara otomatis memotong sehingga mempermudah pekerjaan.,5,2023,3,1
It is Me,"Iklan ga bisa ditutup! Gara2 aplikasi ini saya langsung uninstall beberapa aplikasi, termasuk traveloka dan lazada! Muak saya! Orang kita udah punya aplikasi itu, udah make, iklan kok tetep muncul dan ga mau ditutup! Okay, uninstall!",1,2023,2,27
Yusuf Akmal,"saya wajib bintang satu, alias menurunkan rating yang saya berikan sebelumnya karena jadi makin ribet, harus install 2 aplikasi supaya bisa edit pdf. dan yang dulu ngga ada watermark, sekarang ada watermarknya. sialan, makin ribet, watermark mengganggu, tidak efektif. app ini jadi downgrade dari versi yang sebelumnya. tolong developer untuk mengatasi hal tsb. saya kesal proposal saya ditolak karena ada watermark di proposal saya tanpa saya sadari",1,2023,2,22
Fikri Hakim,Saya sangat terbantu dengan aplikasi ini karena dapat memudahkan saya menghimpun tugas dan menginputnya menjdi PDF sehingga tugas saya tersimpan dengan rapi dan dapat mudah di kirim,5,2023,2,20
Wahono,"tolong dibantu saya sdh melakukan pembayaran via shopeepay utk berlangganan 1 bulan tapi akun saya belum berubah menjadi premium,sudah konfirmasi paket tapi belum ada perubahan,batas konfirmasi tgl 19/02/2023 kalau sdh lewat tgl tesebut tdk konfirmasi akan hangus",3,2023,2,18
Deni Sanjaya,Di banding scanner lain ini paling ok. Bisa nyimpen file scan sebanyak banyak nya di hape tergantung memori hp nya sendiri. Di tambah fitur lainnya lbh lengkap.,5,2023,2,15
Sahilni Ujok,"Halo, senang buat aplikasinya. Namun akhir-akhir ini scan an di aplikasi ini warna yang muncul hanya efek Mono hitam putih, dan efek lain yg memperjelas warna seperti sebelumnya malah tidak ada, padahal sudah saya update. Saya harap ini dapat segera diperbaiki, dan mohon kepada pembuat aplikasi dapat mereply balasan saya. Terima kasih.",3,2023,2,4
Abdurrohman S,"Makin kesini makin lemot banyak iklan enak versi lama, sekarang setiap buka file loading dulu bahkan file hilang Mohon diperbaiki, nama update itu ya semakin baik lah ini kebalikannya....",2,2023,2,3
M. Irsyad aryadi,"Sangat mempermudah segala hal yang bersangkutan scan berkas. Tapi saya ada keluhan, untuk fitur tanda tangan, kenapa tidak bisa zoom in/zoom out saat memasang tanda tangan? Saya harap bisa dipertimbangkan untuk itu karena sangat sulit memasang tanda tangan yang rapi tanpa bisa dizoom",5,2023,1,16
agoes noerman,"Aplikasi bagus..... praktis, mudah dan cepat, cocok untuk pekerjaan kantor, pelajaran sekolah dan media sosial, sangat recomended. Bagi pemula sangat cocok karena mudah untuk dipelajari",5,2023,1,9
Bunga Kiscahyaning,"Banyak iklannya terutama easycash. Blm ada satu menit tiba2 dah iklan lgi. Baru keluar satu menit, ketika buka cam scanner lgi mlh ada iklannya. Penganggu sekali iklan easycash, pdhl iklan dulu2 tdk spt easycash",1,2023,1,7
Mega Nurmasari (Mei Mei),"Aplikasi yang sangat bagus dan sangat membantu. Tapi kemunculan ""IKLAN BERDURASI YANG TIDAK BISA DISKIP"" ketika proses scanning, lumayan mengganggu 🥺",5,2023,1,6
rurry ruskanda,"Iklan nya Ngeri, setiap kali buka apk Iklan nya Panjang dan ga bisa di next harus nunggu beberapa detik so menghambat waktu. Awal nya saya suka banget dengan aplikasi ini but now no recomended",1,2022,12,29
Ery Octora,Aplikasi yg membantu. Skr saya premium. Tp ketika saya buka di HP yg lain data yg di HP sebelumnya sulit tersingkronisasi ke HP baru. Keterangannya Data belum terdownload sempurna. Bnyak file yg ga bisa terbaca di HP baru. Tolong bantu donk.,3,2022,12,28
Heru Admoko,kenapa tidak bisa download pdf untuk kita sendiri setelah di update.. bisanya kirim pdf dulu..versi sebelumnya bisa download pdf untuk kita sendiri meski tidak dikirimkan ke orang lain..akan diperbaiki bintangnya kalau sudah diperbaiki aplikasi nya,3,2022,12,19
Annastasya Nurhafizoh,"Saya coba upload file yang cukup banyak, namun ketika saya sudah mengurutkannya dengan benar, urutan itu hancur dan tidak sesuai dengan yang telah saya urutkan secara manual. Sekarang saya sedang update aplikasi, saya akan menambahkan menjadi 5 bintang jika masalah ini selesai",3,2022,12,13
Venta Hasanah,"Sebenernya aplikasinya bagus, tp terlalu banyak iklannya sekarang, apalagi iklan lazada yang ditutup tp masih aja muncul berulang2, jd ga bisa efisiensi",3,2022,12,13
Crisdo04 Purba,"Tolong kalo diupgrade jadi lebih sederhana dan tidak menyulitkan, ini setelah diupgrade tambah jelek aplikasinya, balikin aja tampilannya seperti sebelumnya. lebih bagus yang sebelumnya. Malah tambah ribet yg sekarang",1,2022,12,2
Yoga Ndulez,"Aplikasi yang mantaapp dan hasil bisa di edit kalau ada kesalahan ketik pada berkas, Sangat membantu tanpa harus mencari cari tempat scan dokumen",5,2022,11,30
Mariatus Sholikah,Thankyou. Setelah tidak bisa di update nyoba 3x. Saya ajukan permasalahan. Sekarang sudah bisa. Makin sukses dan makin lancar . Tetap utamakan kepuasan kami ya kak. Karena peminat lebih banyak dan lebih luas di semua kalangan,5,2022,11,22
Virgina Putri,"Aplikasi sangat membantu untuk menscan file yang kita butuhkan, tidak perlu lagi ke warnet untuk menscan file tinggal lewat aplikasi ini semua menjadi mudah.",5,2022,11,6
Davinno Arviansyah vieri,"Aplikasinya bagus dan bekerja dengan baik, cuman fungsi OCR menurut saya kurang bekerja karena kadang² tidak bisa. Terimakasih 🙏",4,2022,10,27
Sri Indradewi,"iklannya gga bisa di skip, isinya aplikasi utangan semua, ok saya gga pake yg premium, ngerti harus nonton iklan tapi engga 1 menit lebih juga, ngiklanin aplikasi2 yg maksa banget",1,2022,10,18
Marini Henderang,"Terlalu banyak iklan, , foto satu nda bisa kembali harus sampe iklannya selesai. Tolong dong hilangin iklannya bagus hasilnya tapi iklannya buat jengkel.",1,2022,10,7
Lina Azhari,"Aplikasinya bagus. Hasilnya bagus, sangat membantu, tapi proses skip iklan terlalu lama, tidak bisa kerja cepat.",3,2022,10,6
Satriani,"Alhamdulillah sangat membantu sya dalam membuat dokumen atau file dalam ukuran yang lebih kecil, tanpa repot menscan dengan menggunakan aplikasi ini sangat simpel dan mudah, trimakasih😊",5,2022,9,28
BIG BOSS,"Aplikasi scanner terbaik menurut saya, sudah sejak lama pakai..saran saya saat konvert lembar kerja excel ke jpg, jangan di pecah jadi beberapa gambar, harusnya 1 lembar kerja, saat konvert tetap utuh 1 jpg juga..",5,2022,9,14
Abidzar Imban,"Sangat membantu, mudah digunakan dan ada fitur tanpa bayangan. Bisa juga hapus dan edit tulisan pada tampilan. Terbaik pokoknya.. harga blnan juga murah. Terima kasih terus tingkatkan kinerjanya",5,2022,9,3
Desi eka,"Bagus aplikasinya ubah file ke pdf secara cepat, alangkah baiknya utk ubah ke premium ada opsi utk biaya perbulan saja, jadi tdk harus lngsung membayar setahun. Trima kasih semoga ada perubahan..",3,2022,9,2
Andika Hambali,"Aplikasi ini sangat baik dan bagus, tapi tolong di tingkatkan lagi untuk ketajaman gambar, karena gambar huruf masih pecah saat di print",5,2022,9,2
Zoe Lumut,"Aplikasinya sangat membantu, mudah di pelajari dan pemakainya sangat nyaman.. thks apknya sangat bagus sekali.",5,2022,8,30
Ahmad Alfarizky,"Hallo Developer. Dengan Aplikasi CamScanner : Aplikasi Pemindai Yang Saat Ini Saya Gunakan, Sangat Berguna Sekali. Khususnya Untuk Pengguna Smartphone Android. Terimakasih 👍🏻",5,2022,8,27
Rahmad Naufal,Dulu saya pernah nyimpan berkas d camscaner ini trs hp k restart ulang apk hilang smua trs stlh 1thn aku download lagi trnyta halaman berubah semua dan berkas saya hilang yg ada d dalam apk scaner ini😭,2,2022,8,22
Yahya Yahya,Aplikasinya jelek.. masa pas sudah di print pake kertas F4 formatnya berubah ke A4!.. udah gitu pas scan ktp harus bayar pula padahal hasil printnya belum tentu sempurna :( kalau mau jual aja apknya sekaligus gak usah ada micro trading di dalam. Kalau sudah ada micro trading konsekuensinya pelayanan harus maksimal dulu dong!,1,2022,8,21
sarahhrara,"bagus sih kinerja apk ini. namun saya lebih suka tampilan yang dulu, ngga ribet dan lebih enak dilihat. yg sekarang fitur nya tambah lengkap namun susah dipahami, dan juga, versi sekarang lebih banyak fitur yang harus premium dulu, terus iklannya juga ngga ngotak banyaknya",4,2022,8,13
Naufal ditharits,"Serisuan ini bukan di bayar tapi ini jujur, Cs/Camscanner sangat membantu untuk scan file dokumen dan lain lain, dan itu gratis, walaupun ada versi premium tapi memudahkan untuk scan lewat hp dan ngga bayar sama sekali jadi ngga perlu ke tukang foto kopi yang mahal",5,2022,8,8
Andriansyah Utomo,"Terkadang Flashnya tidak mau menyala, dan itu sangat merepotkan disaat sedang mebutuhkan pencahaan lebih untuk memfoto dokumen. Sangat merepotkan jika berhadapan dengan deadline kuliah yang dadakan. Tolong diperbaiki!",2,2022,8,4
Dian Fajar,Aplikasi camscanner ini menurut saya bagus. Memudahkan saya dalam memindai file dan hasil gambarnya cukup jernih dan terang.semoga kedepannya aplikasi ini dapat bermanfaat bagi banyak orang dalam berbagai kepentingan kerja.trima kasih,5,2022,7,27
